Tarih,Max_Sicaklik_C,Min_Sicaklik_C,Yagis_Miktari_mm
2025-02-28,5.5,-5.2,0.5
2025-03-01,5.8,1.4,0.0
2025-03-02,10.1,-1.8,0.0
2025-03-03,7.2,3.4,6.2
2025-03-04,7.9,3.0,2.9
2025-03-05,11.2,-0.3,0.0
2025-03-06,15.6,-0.1,0.0
2025-03-07,15.4,1.5,0.0
2025-03-08,13.4,2.0,0.0
2025-03-09,16.1,2.3,0.0
2025-03-10,12.3,4.6,0.0
2025-03-11,21.4,3.5,0.0
2025-03-12,26.4,6.6,0.0
2025-03-13,28.0,8.6,0.0
2025-03-14,25.1,11.9,0.0
2025-03-15,28.8,8.4,0.0
2025-03-16,30.4,10.9,0.0
2025-03-17,21.4,11.1,2.5
2025-03-18,11.4,7.2,11.4
2025-03-19,7.2,3.7,16.5
2025-03-20,7.9,2.8,8.6
2025-03-21,6.2,3.3,15.9
2025-03-22,9.8,2.8,4.3
2025-03-23,13.8,0.7,0.0
2025-03-24,19.1,1.8,0.0
2025-03-25,25.1,5.9,0.0
2025-03-26,20.0,10.8,0.0
2025-03-27,21.0,8.4,0.0
2025-03-28,22.5,9.4,0.3
2025-03-29,20.6,9.7,0.1
2025-03-30,16.1,9.0,12.1
2025-03-31,14.3,9.0,1.8
2025-04-01,21.8,9.0,0.0
2025-04-02,23.8,10.4,2.7
2025-04-03,14.5,9.8,6.7
2025-04-04,13.4,7.2,3.4
2025-04-05,15.6,8.7,1.6
2025-04-06,21.7,7.0,6.0
2025-04-07,17.6,8.9,0.0
2025-04-08,10.6,4.6,5.5
2025-04-09,5.5,2.4,16.9
2025-04-10,10.6,2.2,3.5
2025-04-11,8.9,1.1,11.2
2025-04-12,12.1,-1.1,1.4
2025-04-13,11.6,-0.1,3.9
2025-04-14,10.0,5.3,4.3
2025-04-15,13.2,7.0,0.3
2025-04-16,15.3,8.1,1.5
2025-04-17,15.6,6.1,0.0
2025-04-18,16.5,6.1,0.0
2025-04-19,16.2,6.1,0.0
2025-04-20,14.1,7.3,14.5
2025-04-21,18.5,7.3,0.0
2025-04-22,17.1,7.6,0.0
2025-04-23,14.1,10.1,1.8
2025-04-24,14.9,9.5,37.9
2025-04-25,16.2,8.1,11.6
2025-04-26,18.8,7.1,0.0
2025-04-27,16.3,8.5,1.9
2025-04-28,13.6,6.8,0.5
2025-04-29,12.8,4.0,0.0
2025-04-30,14.4,5.9,0.0
2025-05-01,15.6,7.4,1.0
2025-05-02,13.9,10.3,12.3
2025-05-03,15.9,7.6,23.0
2025-05-04,17.5,4.7,0.0
2025-05-05,18.6,6.9,0.0
2025-05-06,22.2,7.4,0.0
2025-05-07,26.6,10.4,2.4
2025-05-08,22.0,13.6,3.2
2025-05-09,27.9,12.6,1.4
2025-05-10,20.7,12.8,1.7
2025-05-11,14.6,11.5,5.4
2025-05-12,14.7,10.5,3.0
2025-05-13,15.3,9.8,6.5
2025-05-14,15.1,7.2,1.6
2025-05-15,16.9,9.6,0.7
2025-05-16,22.0,6.7,0.8
2025-05-17,30.4,11.9,0.2
2025-05-18,16.6,12.5,7.1
2025-05-19,19.5,10.0,0.4
2025-05-20,21.7,8.6,0.0
2025-05-21,20.3,11.3,0.0
2025-05-22,22.4,8.4,0.0
2025-05-23,25.2,11.8,0.0
2025-05-24,23.3,12.9,0.0
2025-05-25,26.9,12.5,0.0
2025-05-26,25.5,14.6,0.5
2025-05-27,18.0,15.0,5.9
2025-05-28,21.5,13.8,0.0
2025-05-29,22.1,10.4,0.0
2025-05-30,21.1,12.6,0.1
2025-05-31,21.8,11.4,0.0
2025-06-01,20.9,14.1,18.1
2025-06-02,21.8,14.7,0.6
2025-06-03,21.9,13.5,2.7
2025-06-04,25.0,11.7,0.0
2025-06-05,26.5,11.9,0.0
2025-06-06,23.9,14.2,0.0
2025-06-07,25.3,13.1,0.0
2025-06-08,24.0,11.9,0.0
2025-06-09,26.4,12.1,0.0
2025-06-10,25.5,13.5,0.0
2025-06-11,24.9,19.1,0.6
2025-06-12,25.7,15.6,0.0
2025-06-13,23.5,18.9,1.1
2025-06-14,22.6,17.4,0.8
2025-06-15,23.0,13.9,6.2
2025-06-16,23.8,13.2,3.0
2025-06-17,25.1,13.5,0.3
2025-06-18,27.2,15.0,0.0
2025-06-19,25.5,15.4,0.0
2025-06-20,28.8,13.2,0.0
2025-06-21,24.9,15.8,0.3
2025-06-22,22.5,16.1,5.2
2025-06-23,25.0,13.0,0.0
2025-06-24,25.9,13.8,0.0
2025-06-25,29.1,12.6,0.0
2025-06-26,30.9,14.9,0.0
2025-06-27,26.7,15.9,0.0
2025-06-28,25.7,18.4,0.5
2025-06-29,22.0,14.7,9.0
2025-06-30,23.8,14.7,7.5
2025-07-01,26.6,17.5,0.7
2025-07-02,24.1,15.1,1.0
2025-07-03,23.5,15.3,20.5
2025-07-04,22.9,15.7,27.0
2025-07-05,24.9,18.0,20.1
2025-07-06,27.3,15.1,0.0
2025-07-07,26.5,15.4,0.0
2025-07-08,27.8,16.3,0.0
2025-07-09,28.9,17.3,0.0
2025-07-10,29.5,18.1,0.0
2025-07-11,25.9,20.5,0.1
2025-07-12,27.2,20.6,1.6
2025-07-13,28.2,21.0,4.0
2025-07-14,29.9,18.1,0.0
2025-07-15,28.9,21.4,2.3
2025-07-16,29.2,18.8,0.5
2025-07-17,32.2,17.5,0.0
2025-07-18,33.8,18.8,0.0
2025-07-19,28.9,21.8,2.2
2025-07-20,28.7,21.5,0.0
2025-07-21,28.6,19.2,0.6
2025-07-22,31.2,22.0,0.4
2025-07-23,31.3,21.2,0.1
2025-07-24,30.6,19.8,0.0
2025-07-25,30.2,21.8,3.1
2025-07-26,30.1,22.6,0.1
2025-07-27,30.5,20.8,0.0
2025-07-28,33.3,20.5,0.0
2025-07-29,33.0,23.8,0.0
2025-07-30,31.6,23.7,0.2
2025-07-31,29.7,25.0,1.4
2025-08-01,29.6,24.1,3.9
2025-08-02,28.8,24.0,0.6
2025-08-03,29.7,22.1,0.2
2025-08-04,29.4,22.6,1.9
2025-08-05,29.8,22.5,0.0
2025-08-06,30.8,20.5,0.0
2025-08-07,30.8,19.4,0.2
2025-08-08,31.6,23.9,3.1
2025-08-09,30.0,23.1,2.7
2025-08-10,30.4,22.2,0.0
2025-08-11,29.9,19.2,0.0
2025-08-12,29.6,18.9,1.6
2025-08-13,28.9,21.0,0.3
2025-08-14,28.9,17.5,0.0
2025-08-15,28.5,17.5,0.0
2025-08-16,28.9,19.6,0.0
2025-08-17,29.7,18.1,0.0
2025-08-18,28.9,16.8,0.1
2025-08-19,27.5,22.4,2.4
2025-08-20,28.7,19.8,0.0
2025-08-21,27.6,19.9,0.5
2025-08-22,31.9,18.5,0.0
2025-08-23,33.5,18.5,0.0
2025-08-24,25.7,20.2,3.8
2025-08-25,24.2,19.9,10.6
2025-08-26,25.2,18.0,0.1
2025-08-27,26.2,15.6,0.0
2025-08-28,27.5,17.6,0.0
2025-08-29,27.9,19.9,0.0
2025-08-30,30.0,17.6,0.0
2025-08-31,30.2,18.9,0.0
2025-09-01,29.6,19.5,0.2
2025-09-02,27.5,21.3,0.1
2025-09-03,27.4,17.4,6.5
2025-09-04,27.1,20.0,10.2
2025-09-05,27.9,20.5,1.3
2025-09-06,25.7,19.4,1.7
2025-09-07,26.5,20.2,1.1
2025-09-08,24.1,18.0,2.0
2025-09-09,26.5,16.5,0.3
2025-09-10,28.2,15.1,11.2
2025-09-11,26.0,15.4,0.8
2025-09-12,26.0,16.6,0.1
2025-09-13,25.9,17.2,1.6
2025-09-14,24.8,15.6,0.0
2025-09-15,26.5,12.5,0.0
2025-09-16,25.1,15.9,0.0
2025-09-17,26.4,13.9,0.0
2025-09-18,22.5,13.9,4.9
2025-09-19,22.0,14.2,13.1
2025-09-20,21.5,15.8,12.0
2025-09-21,22.2,14.9,3.2
2025-09-22,22.5,11.2,0.0
2025-09-23,25.1,10.9,0.0
2025-09-24,24.2,12.2,0.0
2025-09-25,23.0,13.6,0.0
2025-09-26,20.2,14.7,8.4
2025-09-27,19.1,12.5,0.1
2025-09-28,20.1,8.7,0.0
2025-09-29,20.8,14.2,22.3
2025-09-30,19.0,15.3,11.8
2025-10-01,20.0,13.9,0.9
2025-10-02,20.4,14.1,1.3
2025-10-03,23.6,10.6,0.0
2025-10-04,31.1,13.6,0.0
2025-10-05,21.6,15.6,0.1
2025-10-06,23.7,13.6,0.0
2025-10-07,24.7,12.0,0.0
2025-10-08,28.8,13.3,0.0
2025-10-09,19.9,12.1,8.6
2025-10-10,22.1,11.0,0.0
2025-10-11,22.5,10.8,0.4
2025-10-12,18.7,11.5,9.0
2025-10-13,19.7,9.1,0.0
2025-10-14,19.6,9.4,0.0
2025-10-15,19.0,8.8,0.2
2025-10-16,16.6,13.4,3.0
2025-10-17,19.6,11.5,0.1
2025-10-18,22.9,8.6,0.1
2025-10-19,21.4,13.9,6.6
2025-10-20,15.2,9.9,14.1
2025-10-21,17.4,6.7,0.0
2025-10-22,23.4,7.6,0.1
2025-10-23,24.8,11.9,0.4
2025-10-24,22.5,13.5,2.2
2025-10-25,21.0,12.7,1.0
2025-10-26,18.8,12.3,15.3
2025-10-27,26.9,11.9,0.0
2025-10-28,23.2,14.2,5.1
2025-10-29,17.3,10.5,14.8
2025-10-30,19.8,7.4,0.0
2025-10-31,22.6,7.4,0.0
2025-11-01,19.2,7.3,0.0
2025-11-02,18.8,7.2,0.0
2025-11-03,20.0,6.4,0.0
2025-11-04,19.9,7.6,0.0
2025-11-05,19.6,10.7,0.2
2025-11-06,18.9,11.4,0.2
2025-11-07,20.5,9.8,0.0
2025-11-08,18.4,11.1,0.0
2025-11-09,20.1,11.4,0.0
2025-11-10,20.5,10.6,0.0
2025-11-11,22.6,9.7,0.0
2025-11-12,19.0,9.8,4.4
2025-11-13,14.4,11.9,6.0
2025-11-14,11.8,10.4,22.0
2025-11-15,13.2,10.6,23.7
2025-11-16,18.4,7.6,0.0
2025-11-17,20.4,7.9,0.0
2025-11-18,21.7,10.7,0.0
2025-11-19,22.6,10.4,0.0
2025-11-20,22.8,8.8,0.0
2025-11-21,22.9,7.8,0.0
2025-11-22,25.3,10.4,0.0
2025-11-23,25.5,10.4,0.0
2025-11-24,18.8,11.8,0.9
2025-11-25,18.7,12.9,0.7
2025-11-26,21.5,9.2,0.0
2025-11-27,21.9,8.4,0.0
2025-11-28,21.0,8.7,0.0
2025-11-29,21.0,7.4,0.0
2025-11-30,17.2,8.2,2.0
2025-12-01,14.8,6.9,7.2
2025-12-02,14.5,6.8,1.2
2025-12-03,16.0,5.4,0.0
2025-12-04,15.6,3.5,0.0
2025-12-05,16.3,3.5,0.0
2025-12-06,21.1,7.9,0.0
2025-12-07,18.4,8.6,0.7
2025-12-08,19.2,8.0,1.2
2025-12-09,12.9,11.6,27.3
2025-12-10,14.6,10.6,9.9
2025-12-11,11.4,7.9,14.6
2025-12-12,14.4,3.8,0.0
2025-12-13,14.1,6.9,2.7
2025-12-14,11.6,7.7,4.9
2025-12-15,11.9,7.7,3.4
2025-12-16,7.6,5.1,32.7
2025-12-17,11.4,2.8,0.0
2025-12-18,14.4,0.9,0.0
2025-12-19,13.2,2.4,0.0
2025-12-20,13.6,1.5,0.0
2025-12-21,14.1,1.6,0.2
2025-12-22,13.9,4.3,0.0
2025-12-23,13.2,8.0,1.7
2025-12-24,11.2,8.7,5.8
2025-12-25,9.4,7.2,6.4
2025-12-26,7.7,4.8,3.5
2025-12-27,7.6,2.2,1.0
2025-12-28,9.8,-0.4,0.1
2025-12-29,9.6,0.9,0.0
2025-12-30,9.4,4.2,0.0
2025-12-31,9.1,3.8,19.4
2026-01-01,4.0,0.7,14.8
2026-01-02,4.0,-5.2,0.4
2026-01-03,7.9,-3.1,0.0
2026-01-04,14.9,7.9,0.5
2026-01-05,16.4,6.4,0.0
2026-01-06,16.1,5.1,0.0
2026-01-07,17.9,5.6,1.0
2026-01-08,16.5,9.4,4.5
2026-01-09,10.9,3.1,17.8
2026-01-10,11.4,0.2,1.2
2026-01-11,19.0,9.1,1.2
2026-01-12,9.0,2.8,28.5
2026-01-13,3.8,-1.2,12.2
2026-01-14,7.1,-3.8,0.0
2026-01-15,8.9,-2.3,0.3
2026-01-16,7.0,2.0,6.6
2026-01-17,5.3,-1.8,1.1
2026-01-18,5.2,-3.2,0.7
2026-01-19,4.8,0.5,13.7
2026-01-20,6.1,1.4,2.8
2026-01-21,8.1,-2.5,0.0
2026-01-22,10.7,0.6,0.0
2026-01-23,12.2,7.2,0.7
2026-01-24,14.9,6.3,4.0
2026-01-25,15.9,2.5,0.0
2026-01-26,17.6,4.8,0.0
2026-01-27,18.2,8.6,0.0
2026-01-28,18.4,7.4,0.0
2026-01-29,18.2,5.3,0.0
2026-01-30,18.0,13.1,0.1
2026-01-31,13.8,8.4,0.7
2026-02-01,9.2,7.9,0.6
2026-02-02,19.2,5.0,1.0
2026-02-03,9.7,5.2,17.6
2026-02-04,9.7,2.6,1.3
2026-02-05,14.4,1.1,0.0
2026-02-06,16.5,11.4,0.0
2026-02-07,17.6,9.7,4.7
2026-02-08,12.3,7.6,22.6
2026-02-09,10.1,6.1,6.2
2026-02-10,5.9,3.2,2.6
2026-02-11,11.9,3.9,1.1
2026-02-12,20.0,1.9,0.0
2026-02-13,21.5,10.8,0.2
2026-02-14,17.1,10.1,9.7
2026-02-15,22.4,5.7,0.0
2026-02-16,18.9,9.9,0.0
2026-02-17,19.0,10.2,1.5
2026-02-18,20.9,9.1,10.9
2026-02-19,10.9,4.7,5.8
2026-02-20,18.4,1.5,0.0
2026-02-21,14.9,2.5,0.0
2026-02-22,10.8,4.4,10.6
2026-02-23,9.1,6.5,2.4
2026-02-24,13.1,2.3,0.3
2026-02-25,10.6,3.0,5.5
2026-02-26,7.3,4.3,22.0
2026-02-27,5.8,4.2,28.8
2026-02-28,6.8,3.8,18.5
2026-03-01,9.1,5.1,3.7
2026-03-02,12.4,1.6,0.0
2026-03-03,15.4,1.0,1.6
2026-03-04,7.9,4.5,10.1
2026-03-05,16.0,0.2,0.0
2026-03-06,11.1,4.2,3.9
2026-03-07,7.7,2.7,8.1
2026-03-08,7.3,2.2,0.4
2026-03-09,10.6,3.0,0.0
2026-03-10,11.4,-0.9,0.0
